strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD61,f,4206,23.60,28,4989,72,7156,58.92,12145,97,135,7,0,6,49.04,8.173,877,817,1580,1113,1190,5,5,5,6,6,-0.3000,0.7000,0.7000,0.3667,12,13,5,3,5,13,121.5,101.2,91.54,104.8,,,,,,0.4200,1.780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD61,f,4207,23.60,19,2978,81,6957,70.03,9935,102,96,0,0,8,61.20,7.650,1077,438,935,819,347,4,5,5,7,6,-0.3000,1.700,0.7000,0.7000,19,6,8,9,4,21,58.44,48.18,28.92,45.18,,,,,,0.4100,1.737,1202547.2,1246255.8,47098.8,41806.8,3.917,3.355,3.636,135794.2,143567.4,11.29,11.52,11.41,166454.4,161989,13.84,13.00,13.42,195481.4,185949.8,16.26,14.92,15.59,348575.2,345449.6,28.99,27.72,28.35,285209,314457,23.72,25.23,24.47,71033,94843,5.907,7.610,6.759
BXD61,m,1094,27.60,23,4077,77,8980,68.78,13057,129,51,0,0,9,40.24,4.471,846,261,174,218,185,4,4,4,5,5,-1.300,-0.3000,-0.3000,-0.6333,7,8,5,14,5,24,13.38,9.909,14.23,12.51,600,600,0,0,0,0.4500,1.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD61,m,1095,27,23,3500,77,8048,69.69,11548,113,60,14,1,8,46.64,5.830,446,307,296,213,129,6,6,5,6,8,-0.3000,0.7000,2.700,1.033,17,14,6,10,0,16,21.14,11.83,16.12,16.37,600,600,0,0,0,0.4200,1.556,1247428.8,1302024,53645.6,48193.2,4.300,3.701,4.001,129905.8,144621.6,10.41,11.11,10.76,145574.4,145829.4,11.67,11.20,11.44,200925.6,199654.4,16.11,15.33,15.72,389612.4,408287.6,31.23,31.36,31.30,299922.4,313448.2,24.04,24.07,24.06,81488.2,90182.8,6.532,6.926,6.729
BXD61,m,2140,27.60,39,5618,61,6971,55.37,12589,65,112,23,4,3,23.92,7.973,267,363,178,122,90,7,5,6,7,6,0.7000,1.700,0.7000,1.033,9,21,8,4,2,14,11.12,10.17,9,10.10,600,,0,,,0.4400,1.594,1518043.2,1536468.6,63120.4,70328.6,4.158,4.577,4.368,149526.8,159215,9.850,10.36,10.11,199697.8,196471.2,13.15,12.79,12.97,240015.8,254722.2,15.81,16.58,16.19,564029.2,521734.2,37.16,33.96,35.56,299417.6,335185.8,19.72,21.82,20.77,65356,69140.2,4.305,4.500,4.403
BXD61,m,2815,28.40,28,5224,72,6565,55.69,11789,101,92,0,1,6,52.96,8.827,329,311,223,776,482,6,6,5,4,6,-0.3000,-1.300,0.7000,-0.3000,11,8,8,22,14,44,13.94,25.87,21.91,20.57,600,600,0,0,0,0.4400,1.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD61,m,3562,23.60,19,3518,81,9134,72.19,12652,159,113,44,5,11,64.96,5.905,736,207,202,186,116,4,6,6,6,6,0.7000,0.7000,0.7000,0.7000,14,6,6,5,2,13,14.43,14.31,11.60,13.45,600,600,0,0,0,0.4400,1.864,1196704.8,1164006.6,45380,55010,3.792,4.726,4.259,153934.2,155708.4,12.86,13.38,13.12,156811.6,147965.2,13.10,12.71,12.91,198372.2,206510.6,16.58,17.74,17.16,327626.2,298781.2,27.38,25.67,26.52,299265.8,289768.4,25.01,24.89,24.95,60694.8,65272.8,5.072,5.608,5.340
BXD61,m,3563,27.90,20,3818,80,8554,69.14,12372,130,70,10,0,4,25.20,6.300,1234,468,392,235,530,5,5,6,6,6,0.7000,0.7000,0.7000,0.7000,14,11,8,4,13,25,24.50,19.58,25.24,23.11,600,600,0,0,0,0.4800,1.720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD61,m,3884,24.70,35,6920,65,8928,56.34,15848,151,56,2,4,4,29.68,7.420,814,510,403,362,395,5,5,6,6,6,0.7000,0.7000,0.7000,0.7000,9,13,2,2,5,9,40.30,36.20,30.38,35.63,600,600,0,0,0,0.4100,1.660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD61,m,3885,25.10,34,4932,66,6949,58.49,11881,102,67,8,0,10,70.96,7.096,624,403,775,285,271,5,5,5,7,6,-0.3000,1.700,0.7000,0.7000,19,8,12,1,3,16,38.75,31.67,24.64,31.68,600,600,0,0,0,0.4200,1.673,1392342.8,1364023.4,45746.8,46659.6,3.286,3.421,3.353,138410.2,154206.2,9.941,11.31,10.62,173254.2,180188,12.44,13.21,12.83,248006.4,231042.2,17.81,16.94,17.38,402185,373646.4,28.89,27.39,28.14,349071.6,339268,25.07,24.87,24.97,81415.4,85672.6,5.847,6.281,6.064
BXD61,m,4208,27.60,24,3537,76,5899,62.52,9436,57,90,1,2,9,51.92,5.769,672,387,646,275,312,4,4,6,7,7,0.7000,1.700,1.700,1.367,22,5,8,3,3,14,40.38,25,28.36,31.25,600,600,0,0,0,0.4200,1.522,1340431.8,1388818.2,41669.4,42856.2,3.109,3.086,3.097,141312.8,145816.8,10.54,10.50,10.52,171266,174630.2,12.78,12.57,12.68,211809.6,220693.4,15.80,15.89,15.85,412294,403768,30.76,29.07,29.92,322913.2,341162.8,24.09,24.56,24.33,80836.2,102747,6.031,7.398,6.714
BXD61,m,4209,27.60,22,3213,78,6977,68.47,10190,71,85,8,0,8,159.8,19.97,355,1091,752,542,283,6,5,6,6,7,0.7000,0.7000,1.700,1.033,6,15,10,6,2,18,41.78,38.71,28.30,36.26,600,600,0,0,0,0.4400,1.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,1061,19.50,55,1805,45,2890,61.55,4695,21,9,0,0,2,12.16,6.080,616,226,129,145,176,4,6,7,6,6,1.700,0.7000,0.7000,1.033,21,6,2,5,7,14,12.90,11.15,11.73,11.93,,,,,,0.3700,1.897,1319202.2,1708275.4,41881.4,59278,3.175,3.470,3.322,149571.6,152766.8,11.34,8.943,10.14,147252.8,171448.4,11.16,10.04,10.60,218171.8,229162.4,16.54,13.41,14.98,412274.4,508065.4,31.25,29.74,30.50,324701,353483.6,24.61,20.69,22.65,67230.6,293348.8,5.096,17.17,11.13
BXD62,f,1062,20.80,24,2263,76,5569,71.11,7832,76,11,0,2,9,79.04,8.782,352,406,208,304,108,4,6,5,5,6,-0.3000,-0.3000,0.7000,0.03333,8,4,7,12,4,23,13.87,15.20,9,12.69,,,,,,0.4500,2.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,2273,21.10,42,4917,58,4568,48.16,9485,51,68,0,2,9,50.80,5.644,275,515,287,263,118,5,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,8,14,7,11,4,22,19.13,13.84,9.833,14.27,,,,,,0.4300,2.038,1270413.4,1368116,55948.8,47506.8,4.404,3.472,3.938,123262.4,126773.4,9.703,9.266,9.484,153363.6,147340.6,12.07,10.77,11.42,220795.8,205075.4,17.38,14.99,16.18,375173.6,436980.6,29.53,31.94,30.74,324635,360969.8,25.55,26.38,25.97,73183,90976.2,5.761,6.650,6.205
BXD62,f,2274,22.80,81,3825,19,1030,21.22,4855,2,42,0,3,6,31.76,5.293,672,476,506,226,178,5,5,4,6,6,-1.300,0.7000,0.7000,0.03333,13,7,12,5,7,24,25.30,17.38,11.87,18.18,,,,,,0.4200,1.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,4360,18.70,28,3250,72,6417,66.38,9667,74,62,3,6,10,55.44,5.544,600,276,407,465,276,6,6,7,6,6,1.700,0.7000,0.7000,1.033,15,3,1,9,2,12,45.22,27.35,27.60,33.39,,,,,,0.3900,2.086,1504674.8,1231229.8,37929,39940.6,2.521,3.244,2.882,125054.8,102228.8,8.311,8.303,8.307,144403.6,135558.8,9.597,11.01,10.30,263552.2,221942.6,17.52,18.03,17.77,504427.8,445596.4,33.52,36.19,34.86,384698.2,275487.6,25.57,22.37,23.97,82538.2,50415.6,5.485,4.095,4.790
BXD62,f,4361,20.20,25,3241,75,6843,67.86,10084,101,49,0,2,6,25.44,4.240,630,262,336,232,199,6,6,5,5,7,-0.3000,-0.3000,1.700,0.3667,10,10,4,3,4,11,28,21.09,16.58,21.89,,,,,,0.4100,2.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,4464,20.60,29,3420,71,7179,67.73,10599,78,55,0,8,4,49.04,12.26,672,255,193,140,76,5,6,6,5,8,0.7000,-0.3000,2.700,1.033,29,5,5,6,0,11,14.85,10,9.500,11.45,,,,,,0.4000,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,4465,18.30,14,2109,86,6133,74.41,8242,114,42,12,7,6,84.96,14.16,263,225,232,112,123,4,6,4,6,6,-1.300,0.7000,0.7000,0.03333,12,9,9,5,5,19,13.65,8.615,9.462,10.57,,,,,,0.4100,2.240,1161196.6,1256824.2,56657,58758.2,4.879,4.675,4.777,152358.4,142055.8,13.12,11.30,12.21,139946.4,133798.6,12.05,10.65,11.35,184161.8,215847.6,15.86,17.17,16.52,364926.4,382848.4,31.43,30.46,30.94,267305.2,322855.6,23.02,25.69,24.35,52498.4,59418.2,4.521,4.728,4.624
BXD62,f,4466,18.90,48,4526,52,3444,43.21,7970,32,52,0,0,3,30.64,10.21,825,1412,1506,689,351,4,7,6,5,6,0.7000,-0.3000,0.7000,0.3667,11,3,13,6,8,27,71.71,49.21,21.94,47.62,,,,,,0.3800,2.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,f,4467,19.60,34,3886,66,5678,59.37,9564,40,37,0,5,2,23.60,11.80,288,267,305,226,303,6,6,6,6,6,0.7000,0.7000,0.7000,0.7000,10,4,5,9,12,26,23.46,13.29,15.15,17.30,,,,,,0.4000,2.041,1302089.6,1249512.6,50656.4,48569.8,3.890,3.887,3.889,165967.8,163390.6,12.75,13.08,12.91,154772.6,149030.8,11.89,11.93,11.91,195225.4,177580,14.99,14.21,14.60,410180.2,390578.2,31.50,31.26,31.38,313144,305681.2,24.05,24.46,24.26,62799.6,63251.8,4.823,5.062,4.943
BXD62,m,1066,25.50,36,3832,64,4210,52.35,8042,48,36,0,4,7,25.36,3.623,459,352,264,227,291,6,6,5,6,5,-0.3000,0.7000,-0.3000,0.03333,8,10,8,11,11,30,16.50,11.95,15.32,14.59,182,223,1,1,1,0.4000,1.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,m,1067,24.90,46,5258,54,4299,44.98,9557,39,60,0,1,6,26.08,4.347,167,301,142,136,122,6,6,7,7,6,1.700,1.700,0.7000,1.367,2,15,4,4,5,13,11.83,11.33,9.385,10.85,600,600,0,0,0,0.4300,1.727,1400567.4,1163537.6,62992,55214.8,4.498,4.745,4.622,155310.4,131515.8,11.09,11.30,11.20,148183.2,139121.4,10.58,11.96,11.27,260930.4,209603.6,18.63,18.01,18.32,405726.4,316704.4,28.97,27.22,28.09,361862,303192.8,25.84,26.06,25.95,68555,63399.6,4.895,5.449,5.172
BXD62,m,2307,26.90,48,2585,52,3368,56.58,5953,30,8,0,6,7,34.56,4.937,376,232,406,513,203,4,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,7,2,6,7,5,18,29,34.20,15.62,26.27,600,600,0,0,0,0.4100,1.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,m,2308,25.60,98,4065,2,102,2.448,4167,0,15,0,0,9,151.6,16.84,1201,1261,448,630,906,6,8,6,5,7,0.7000,-0.3000,1.700,0.7000,4,7,2,8,10,20,44.80,39.38,50.33,44.84,335,600,1,0,1,0.3900,1.523,1384235.6,1433761,82629.4,85036.4,5.969,5.931,5.950,180791.6,164034,13.06,11.44,12.25,187718.6,165017.4,13.56,11.51,12.54,241326,257114.4,17.43,17.93,17.68,363108.4,410421,26.23,28.63,27.43,351757.4,359335.2,25.41,25.06,25.24,59533.6,77839,4.301,5.429,4.865
BXD62,m,4363,24.90,17,2495,83,6493,72.24,8988,73,22,1,4,6,59.68,9.947,516,280,707,410,217,6,7,4,7,7,-1.300,1.700,1.700,0.7000,9,1,6,4,2,12,50.50,34.17,21.70,35.46,600,600,0,0,0,0.4000,1.606,1192458.4,1275100.2,44032.8,46004.8,3.693,3.608,3.650,122226.8,114375.2,10.25,8.970,9.610,119648.4,137244.2,10.03,10.76,10.40,186204,172324.6,15.62,13.51,14.56,384378.2,460071.6,32.23,36.08,34.16,311912.8,324707.2,26.16,25.47,25.81,68088.2,66377.4,5.710,5.206,5.458
BXD62,m,4364,23.90,56,4989,44,2273,31.30,7262,27,65,1,2,7,81.44,11.63,447,791,449,673,260,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,7,7,4,12,3,19,37.42,33.65,23.64,31.57,600,600,0,0,0,0.4000,1.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,m,4663,22.80,29,3847,71,5186,57.41,9033,52,10,0,6,2,34.40,17.20,359,244,303,185,128,6,7,7,7,7,1.700,1.700,1.700,1.700,5,1,3,2,2,7,27.55,18.50,12.80,19.62,419,600,1,0,1,0.4100,1.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD62,m,4664,22.10,34,3691,66,4479,54.82,8170,77,30,0,1,3,26.08,8.693,339,182,214,344,155,7,6,6,6,7,0.7000,0.7000,1.700,1.033,5,3,3,10,3,16,19.45,19.11,14.09,17.55,600,600,0,0,0,0.3800,1.719,1232411.2,1463247.6,40223.6,41967,3.264,2.868,3.066,106250.6,124966,8.621,8.540,8.581,130127.2,150679.2,10.56,10.30,10.43,224671.4,250953.6,18.23,17.15,17.69,410301,550940,33.29,37.65,35.47,313105.4,326508.8,25.41,22.31,23.86,47955.6,59200,3.891,4.046,3.968
BXD62,m,4857,23.60,21,1948,79,4473,69.66,6421,75,40,0,7,2,30.48,15.24,316,143,201,167,121,7,6,7,7,8,1.700,1.700,2.700,2.033,2,5,5,1,0,6,15.46,18.56,15.12,16.38,503,207,1,1,1,0.4000,1.695,1275162.6,1255782.8,47364.4,46725.4,3.714,3.721,3.718,144827,149303.6,11.36,11.89,11.62,143023.2,140498,11.22,11.19,11.20,214222.8,206995.4,16.80,16.48,16.64,363859.4,345972.2,28.53,27.55,28.04,335430.6,344064.2,26.30,27.40,26.85,73799.6,68949.4,5.787,5.491,5.639
BXD62,m,4858,25.40,36,3571,64,4133,53.65,7704,64,59,5,3,8,167.8,20.98,266,109,112,140,159,5,8,6,6,6,0.7000,0.7000,0.7000,0.7000,9,0,2,2,6,10,11.20,14,11.36,12.19,600,600,0,0,0,0.4200,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,f,2942,28.70,25,3036,75,6139,66.91,9175,64,60,0,5,3,35.68,11.89,730,648,238,318,396,4,5,5,6,7,-0.3000,0.7000,1.700,0.7000,13,24,5,7,13,25,18.31,21.20,18.86,19.45,,,,,,0.4100,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,f,2943,21.90,43,8167,57,7159,46.71,15326,76,42,10,0,1,6,6,325,370,166,508,146,5,4,6,7,6,0.7000,1.700,0.7000,1.033,12,15,4,21,4,29,13.83,17.52,12.17,14.51,,,,,,0.4000,1.826,1342287.4,1364062.8,39699.4,32450.6,2.958,2.379,2.668,148263,126945.4,11.05,9.306,10.18,165931.6,137755.8,12.36,10.10,11.23,218349.4,204088.8,16.27,14.96,15.61,412713.2,450207.4,30.75,33.00,31.88,328089,368624.6,24.44,27.02,25.73,68941.2,76440.8,5.136,5.604,5.370
BXD65,f,6448,24.60,47,8616,53,6252,42.05,14868,68,47,0,0,2,8.800,4.400,474,498,238,679,302,4,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,4,5,2,13,8,23,23.80,32.33,18.88,25.00,,,,,,0.3900,1.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,f,6449,22.10,41,8763,59,8829,50.19,17592,84,61,7,0,0,0,0,1322,258,414,356,131,6,4,5,6,6,-0.3000,0.7000,0.7000,0.3667,31,10,20,13,2,35,14.79,16.95,13.10,14.95,,,,,,0.3500,1.584,1234963.6,1149640.2,36306.4,44874.8,2.940,3.903,3.422,121303.6,99267,9.822,8.635,9.229,137504.8,145150,11.13,12.63,11.88,221166.6,197915,17.91,17.22,17.56,376095,337573.4,30.45,29.36,29.91,308323.2,306161.6,24.97,26.63,25.80,70570.4,63573.2,5.714,5.530,5.622
BXD65,f,6450,23.60,29,5320,71,8382,61.17,13702,69,35,0,0,9,43.28,4.809,181,444,260,280,104,6,6,4,6,7,-1.300,0.7000,1.700,0.3667,5,21,15,17,2,34,11.30,11.20,10.40,10.97,,,,,,0.3700,1.568,1409994.8,1347982.6,25230.2,38082.4,1.789,2.825,2.307,144525.6,140048.4,10.25,10.39,10.32,136488,137657.4,9.680,10.21,9.946,294938.4,221221.8,20.92,16.41,18.66,442984.6,449985.2,31.42,33.38,32.40,305690.2,333087.2,21.68,24.71,23.20,85368,65982.6,6.054,4.895,5.475
BXD65,f,6451,21.40,40,7365,60,7243,49.58,14608,58,49,0,0,8,20.24,2.530,492,439,701,649,309,6,7,5,7,5,-0.3000,1.700,-0.3000,0.3667,17,5,23,32,11,66,22.61,16.23,16.26,18.37,,,,,,0.3900,1.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,2758,29.40,33,5837,67,6540,52.84,12377,41,69,0,3,5,27.12,5.424,133,269,163,423,373,7,6,6,5,4,0.7000,-0.3000,-1.300,-0.3000,1,6,4,14,17,35,13.58,19.23,14.92,15.91,600,600,0,0,0,0.4100,1.395,1568640.8,1449796.8,32419.4,27373.4,2.067,1.888,1.977,141413.8,141653,9.015,9.771,9.393,139547.8,130171.6,8.896,8.979,8.937,277234.8,237086.4,17.67,16.35,17.01,497677.6,456403.2,31.73,31.48,31.60,414463.8,388525.8,26.42,26.80,26.61,98303,95956.8,6.267,6.619,6.443
BXD65,m,2759,27.20,39,7142,61,7084,49.80,14226,57,33,0,5,5,16.32,3.264,318,279,110,117,149,5,4,7,7,5,1.700,1.700,-0.3000,1.033,17,13,3,2,5,10,10,11.70,11.46,11.05,600,600,0,0,0,0.4100,1.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,5503,31.40,36,6912,64,8004,53.66,14916,97,87,13,3,2,12.88,6.440,380,189,188,258,242,6,4,6,6,6,0.7000,0.7000,0.7000,0.7000,10,7,5,8,13,26,14.46,16.12,11.52,14.04,600,600,0,0,0,0.4100,1.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,5504,28.20,30,5339,70,7552,58.58,12891,79,92,0,4,6,22.32,3.720,350,169,232,192,263,5,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,17,3,12,8,14,34,11.60,12,11.95,11.85,600,600,0,0,0,0.3900,1.383,1108045,1332267,24916.4,35410.6,2.249,2.658,2.453,127339.4,148455.4,11.49,11.14,11.32,107189.4,129285.6,9.674,9.704,9.689,175085,203032.8,15.80,15.24,15.52,350258.2,409980.4,31.61,30.77,31.19,283716.6,359986.2,25.61,27.02,26.31,64456.4,81526.6,5.817,6.119,5.968
BXD65,m,6208,29,36,4698,64,6447,57.85,11145,39,43,0,5,4,33.84,8.460,361,458,1764,989,800,5,5,6,6,6,0.7000,0.7000,0.7000,0.7000,4,3,6,4,2,12,126,82.42,80,96.14,600,600,0,0,0,0.4000,1.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,6209,28.70,45,7890,55,6146,43.79,14036,64,51,1,4,3,15.44,5.147,326,394,154,331,230,5,7,7,6,6,1.700,0.7000,0.7000,1.033,5,3,1,7,4,12,17.11,22.07,19.17,19.45,600,600,0,0,0,0.3900,1.359,1382996.6,1402899.2,50395,39696.4,3.644,2.830,3.237,134753,141690.4,9.744,10.10,9.922,179843.2,157099,13.00,11.20,12.10,219326,202735,15.86,14.45,15.15,406970,450526,29.43,32.11,30.77,360108,362074,26.04,25.81,25.92,81996.4,88774.8,5.929,6.328,6.128
BXD65,m,6452,28.30,27,4716,73,7856,62.49,12572,68,45,0,8,1,3.760,3.760,407,591,301,373,388,4,5,7,6,7,1.700,0.7000,1.700,1.367,2,11,3,3,4,10,27.36,33.91,32.33,31.20,600,600,0,0,0,0.3800,1.343,1341211,1252584.8,37240.4,38006,2.777,3.034,2.905,140756,121464.8,10.49,9.697,10.10,179671,158692.4,13.40,12.67,13.03,198262.4,183436.6,14.78,14.64,14.71,407740.2,398846.4,30.40,31.84,31.12,340965.6,331577.8,25.42,26.47,25.95,73815.8,58566.8,5.504,4.676,5.090
BXD65,m,6453,27.30,34,6042,66,8587,58.70,14629,88,53,1,1,1,3.040,3.040,468,406,501,466,529,4,4,5,6,7,-0.3000,0.7000,1.700,0.7000,7,4,3,3,2,8,45.55,42.36,52.90,46.94,600,600,0,0,0,0.4000,1.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,6454,29.70,43,8556,57,8820,50.76,17376,52,80,0,0,3,13.84,4.613,365,165,358,276,340,6,4,5,5,6,-0.3000,-0.3000,0.7000,0.03333,8,6,9,10,12,31,21.06,15.33,17,17.80,600,600,0,0,0,0.3400,1.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD65,m,6455,32.80,46,7776,54,5676,42.19,13452,68,73,0,0,5,21.36,4.272,660,202,367,527,380,5,6,6,7,6,0.7000,1.700,0.7000,1.033,26,7,14,28,18,60,16.68,14.64,14.62,15.31,600,600,0,0,0,0.4000,1.220,1398998.8,1349128.2,26833.6,35194.2,1.918,2.609,2.263,155027.6,153601.2,11.08,11.39,11.23,141144.4,145876.6,10.09,10.81,10.45,208563.6,207826.2,14.91,15.40,15.16,472034,430462.2,33.74,31.91,32.82,338858.6,326800,24.22,24.22,24.22,83370.6,84562,5.959,6.268,6.114
BXD66,f,1200,17.80,41,2797,59,3605,56.31,6402,28,28,0,9,14,192.2,13.73,1040,325,424,223,244,5,5,6,6,6,0.7000,0.7000,0.7000,0.7000,36,14,9,4,10,23,24.94,18.58,13.56,19.03,,,,,,0.3900,2.191,1396633.4,1527493.8,32586.4,37791.2,2.333,2.474,2.404,122495.6,109742.6,8.771,7.184,7.978,140436.2,165995.4,10.06,10.87,10.46,204426.6,227470.8,14.64,14.89,14.76,490632.8,562616.8,35.13,36.83,35.98,361404,394730.2,25.88,25.84,25.86,77238.2,66938,5.530,4.382,4.956
BXD66,f,1201,19.80,42,4082,58,4817,54.13,8899,46,61,0,6,24,145.6,6.067,756,311,291,187,160,4,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,18,8,7,4,5,16,19.40,15.58,12.31,15.76,,,,,,0.4000,2.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD66,f,2065,21.70,30,2586,70,5706,68.81,8292,51,16,0,2,9,135.6,15.07,382,543,315,282,196,6,5,6,6,6,0.7000,0.7000,0.7000,0.7000,8,14,10,9,13,32,17.50,16.59,9.333,14.47,,,,,,0.4100,1.889,1612672.8,1602987,33339,35816.6,2.067,2.234,2.151,116652.8,119732.8,7.234,7.469,7.351,191163.2,182149,11.85,11.36,11.61,212235.8,202315.8,13.16,12.62,12.89,593396.8,585233,36.80,36.51,36.65,414848.2,417381.2,25.72,26.04,25.88,84376,96175.2,5.232,6.000,5.616
BXD66,f,2066,24.90,46,2423,54,3431,58.61,5854,11,14,0,2,8,129.7,16.21,642,343,1066,1284,485,6,6,7,7,5,1.700,1.700,-0.3000,1.033,8,3,21,28,8,57,36.76,35.67,30.31,34.25,,,,,,0.3800,1.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD66,m,1289,21.20,26,2398,74,4658,66.01,7056,51,10,0,6,12,96.24,8.020,492,442,260,611,136,5,4,5,6,7,-0.3000,0.7000,1.700,0.7000,10,10,9,21,4,34,15.29,21.07,11.33,15.90,600,600,0,0,0,0.3900,1.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD66,m,1290,20.50,18,1818,82,4778,72.44,6596,43,31,0,7,11,104.4,9.491,345,341,201,323,183,5,6,6,4,7,0.7000,-1.300,1.700,0.3667,6,12,7,17,6,30,13.40,12.92,13.07,13.13,600,600,0,0,0,0.3500,1.707,1742480,1428940.6,53934,40575.6,3.095,2.840,2.967,135473.4,131704.8,7.775,9.217,8.496,183902.8,153518.4,10.55,10.74,10.65,284903.6,191973.8,16.35,13.43,14.89,608022.6,485526.6,34.89,33.98,34.44,444892.8,387846.2,25.53,27.14,26.34,85284.8,78370.8,4.894,5.485,5.189
BXD66,m,2067,27.90,45,3290,55,4117,55.58,7407,41,49,0,8,12,47.04,3.920,198,739,348,206,297,7,5,6,7,4,0.7000,1.700,-1.300,0.3667,2,16,11,6,12,29,18.32,14.71,14.85,15.96,600,600,0,0,0,0.4100,1.470,1332240,1500034.8,31226.4,30487.6,2.344,2.032,2.188,136697.4,151603.8,10.26,10.11,10.18,145450.2,145119.2,10.92,9.674,10.30,212062,227287.6,15.92,15.15,15.53,382172.6,453126.8,28.69,30.21,29.45,355287,405778.2,26.67,27.05,26.86,100570.8,117119.2,7.549,7.808,7.678
BXD66,m,2068,22.60,45,3709,55,4778,56.30,8487,52,36,0,3,12,63.92,5.327,539,483,301,147,196,5,5,6,7,6,0.7000,1.700,0.7000,1.033,10,12,13,1,13,27,14.33,16.33,9.333,13.33,600,600,0,0,0,0.3900,1.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD68,f,1689,21.40,25,2701,73,7820,74.33,10521,96,41,0,0,7,33.52,4.789,264,306,165,258,90,6,5,6,5,7,0.7000,-0.3000,1.700,0.7000,5,12,4,7,1,12,13.75,17.20,10,13.65,,,,,,0.4500,2.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
