strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD86,m,1661,30.40,46,4491,54,5118,53.26,9609,101,53,0,2,5,51.68,10.34,1385,674,525,335,389,4,7,7,7,7,1.700,1.700,1.700,1.700,12,8,3,1,1,5,47.73,37.22,43.22,42.72,600,600,0,0,0,0.4500,1.480,1600452,1544593.4,26680.2,20334.8,1.667,1.317,1.492,146889.8,130458.2,9.178,8.446,8.812,186463.4,187377.4,11.65,12.13,11.89,263777.6,246661.2,16.48,15.97,16.23,504773.4,485164.8,31.54,31.41,31.47,424368.4,408343.6,26.52,26.44,26.48,74179.4,86588.2,4.635,5.606,5.120
BXD86,m,1662,22.80,22,1780,78,5478,75.48,7258,99,62,0,3,8,40.96,5.120,1072,461,359,274,513,7,6,5,7,6,-0.3000,1.700,0.7000,0.7000,12,3,5,1,3,9,27.62,30.44,46.64,34.90,600,325,0,1,1,0.4500,1.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,1954,27.60,46,7744,54,7639,49.66,15383,89,86,1,0,3,20.88,6.960,551,304,289,392,222,6,6,5,5,7,-0.3000,-0.3000,1.700,0.3667,9,3,3,12,8,23,26.27,19.60,13.88,19.92,600,600,0,0,0,0.4200,1.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,1955,34.40,52,6104,48,6714,52.38,12818,53,34,0,6,2,19.52,9.760,1291,369,339,554,241,5,5,5,5,6,-0.3000,-0.3000,0.7000,0.03333,29,5,6,10,4,20,24.21,30.78,20.08,25.03,600,600,0,0,0,0.4500,1.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,6001,23.80,42,5832,58,5391,48.04,11223,63,116,0,0,5,20.88,4.176,533,830,504,244,196,6,5,5,5,6,-0.3000,-0.3000,0.7000,0.03333,16,30,20,13,8,41,18,11.62,12.25,13.96,600,600,0,0,0,0.4300,1.807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,6002,24.60,29,4546,71,7532,62.36,12078,71,66,0,1,3,19.76,6.587,1038,764,868,618,329,5,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,39,30,27,20,6,53,24.80,22.07,23.50,23.46,600,600,0,0,0,0.4100,1.667,1701685.6,1740667.6,25967.4,22234.8,1.526,1.277,1.402,162914.2,168795,9.574,9.697,9.635,193046,223701.2,11.34,12.85,12.10,268090.4,271958.2,15.75,15.62,15.69,513449.8,530066.2,30.17,30.45,30.31,474717.4,464026.2,27.90,26.66,27.28,89467.8,82120.8,5.258,4.718,4.988
BXD86,m,6139,23.30,45,3888,55,5182,57.13,9070,60,61,0,2,2,18.80,9.400,787,448,475,215,254,5,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,8,4,3,2,2,7,43.18,21.50,25.40,30.03,600,600,0,0,0,0.4100,1.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,6140,22.20,26,3615,74,7101,66.27,10716,100,52,4,0,2,23.84,11.92,599,599,459,251,378,4,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,12,9,5,4,6,15,35.31,20.92,27,27.74,600,600,0,0,0,0.3800,1.712,1707023.6,1522101.2,23030,18592.8,1.349,1.222,1.285,149257.4,132613.2,8.744,8.713,8.728,210825.2,186179.4,12.35,12.23,12.29,249996,218842.4,14.65,14.38,14.51,548670.4,467824.8,32.14,30.74,31.44,459392.2,449095.6,26.91,29.50,28.21,88882.4,67545.8,5.207,4.438,4.822
BXD86,m,6142,27.30,47,3354,53,3687,52.36,7041,36,36,0,8,6,41.44,6.907,1800,922,744,635,377,6,5,6,6,6,0.7000,0.7000,0.7000,0.7000,19,4,3,2,2,7,67.64,63.50,37.70,56.28,600,600,0,0,0,0.4100,1.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD86,m,6143,33.10,40,3911,60,5413,58.05,9324,42,47,0,0,3,23.44,7.813,823,615,706,453,174,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,6,5,9,6,2,17,41.53,32.36,17.40,30.43,600,600,0,0,0,0.4100,1.239,1614647,1795980,25152.2,25510,1.558,1.420,1.489,133516.8,160725.2,8.269,8.949,8.609,212068.4,234054,13.13,13.03,13.08,283616,238088,17.57,13.26,15.41,475868.2,534142.4,29.47,29.74,29.61,422695,447091.6,26.18,24.89,25.54,86882.6,181878.8,5.381,10.13,7.754
BXD87,f,1316,18.60,22,2747,78,5319,65.94,8066,58,41,0,5,14,135.8,9.697,692,396,278,259,199,5,7,6,6,6,0.7000,0.7000,0.7000,0.7000,21,4,4,7,6,17,23.17,17.27,14.21,18.22,,,,,,0.4300,2.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,f,1317,19.90,13,779,87,4754,85.92,5533,46,21,0,3,10,150.9,15.09,1048,863,268,769,481,4,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,13,12,5,3,10,18,20.62,69.91,26.72,39.08,,,,,,0.4200,2.111,1485106,1078690.4,26711,27695.6,1.799,2.568,2.183,113906.2,97452.6,7.670,9.034,8.352,155655.4,117705.6,10.48,10.91,10.70,243038.2,159447.4,16.37,14.78,15.57,544659,360122.8,36.67,33.39,35.03,371156.2,285158.8,24.99,26.44,25.71,56691,58803.2,3.817,5.451,4.634
BXD87,f,2506,19,9,1152,91,5677,83.13,6829,51,27,0,7,10,82.88,8.288,482,623,512,449,173,4,4,6,7,6,0.7000,1.700,0.7000,1.033,13,6,9,1,3,13,30.12,49.89,15.73,31.91,,,,,,0.3900,2.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,f,2507,18.80,43,5827,57,4224,42.03,10051,43,37,0,2,2,8.640,4.320,555,1071,903,695,233,4,5,6,6,6,0.7000,0.7000,0.7000,0.7000,12,6,5,4,4,13,69.46,57.92,19.42,48.93,,,,,,0.3700,1.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,f,4139,20.70,6,634,94,6130,90.63,6764,65,34,0,5,2,24,12,614,346,309,783,251,6,6,7,6,6,1.700,0.7000,0.7000,1.033,8,7,4,28,11,43,25.75,21.75,13.21,20.24,,,,,,0.3800,1.836,1034163.4,959723.4,19961.4,18188.8,1.930,1.895,1.913,102352.2,86821,9.897,9.046,9.472,101053.2,102419,9.771,10.67,10.22,154061.2,136502.2,14.90,14.22,14.56,335896,304542.4,32.48,31.73,32.11,283595.6,269464.6,27.42,28.08,27.75,57205.2,59974.2,5.532,6.249,5.890
BXD87,f,4140,19.50,20,1478,80,6593,81.69,8071,66,42,0,6,11,89.68,8.153,464,548,426,203,147,6,8,6,6,7,0.7000,0.7000,1.700,1.033,5,0,5,3,4,12,32.77,18.45,12.25,21.16,,,,,,0.4200,2.154,1335700.6,1325233.8,22882.6,25012.4,1.713,1.887,1.800,115538.4,118051.8,8.650,8.908,8.779,127816.4,127153.2,9.569,9.595,9.582,186439.6,194966.6,13.96,14.71,14.34,463803,467464.8,34.72,35.27,35.00,369771,348059.8,27.68,26.26,26.97,72332.2,69537.6,5.415,5.247,5.331
BXD87,f,4477,19.90,15,3156,85,10304,76.55,13460,91,24,1,0,3,31.04,10.35,403,202,184,292,151,6,6,6,6,8,0.7000,0.7000,2.700,1.367,15,4,2,8,0,10,18.40,18.25,18.88,18.51,,,,,,0.3800,1.910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,f,4478,20.70,12,600,88,4700,88.68,5300,18,1,0,4,4,53.04,13.26,722,647,441,499,194,5,6,7,6,7,1.700,0.7000,1.700,1.367,8,5,2,7,8,17,44.10,33.27,12.12,29.83,,,,,,0.4000,1.932,1094388.6,1183799.8,23053,27024.4,2.106,2.283,2.195,105481.8,100961.4,9.638,8.529,9.084,122425.6,121079.2,11.19,10.23,10.71,164344.2,174408,15.02,14.73,14.87,306723,373411.4,28.03,31.54,29.79,317501,332971.6,29.01,28.13,28.57,77913,80968.2,7.119,6.840,6.980
BXD87,f,4538,18.50,14,2248,86,8092,78.26,10340,75,70,7,2,3,12.96,4.320,914,594,452,928,363,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,10,6,4,4,3,11,37.67,77.33,33,49.33,,,,,,0.3800,2.054,1234162.8,1192478.8,42779.2,35176.2,3.466,2.950,3.208,98806.8,91241.4,8.006,7.651,7.829,153579.6,143651.2,12.44,12.05,12.25,197172.2,185195.4,15.98,15.53,15.75,400548,373219.8,32.46,31.30,31.88,314415.4,334392,25.48,28.04,26.76,69640.8,64779,5.643,5.432,5.538
BXD87,f,4539,19.50,15,2251,85,7867,77.75,10118,65,29,0,2,3,27.36,9.120,524,721,552,506,97,7,7,5,7,8,-0.3000,1.700,2.700,1.367,3,3,6,9,0,15,39.43,29.76,12.12,27.11,,,,,,0.3500,1.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,1321,22.70,10,1037,90,5413,83.92,6450,76,38,0,5,10,241.2,24.12,338,707,473,329,140,5,5,6,6,7,0.7000,0.7000,1.700,1.033,11,10,12,3,2,17,23.65,29.91,14,22.52,600,600,0,0,0,0.3700,1.630,1276676.2,1235341.6,35046.6,23530.2,2.745,1.905,2.325,127346.2,123382.2,9.975,9.988,9.981,139763.4,124782.2,10.95,10.10,10.52,230826.6,204896.4,18.08,16.59,17.33,405393,367824.4,31.75,29.78,30.76,308953.6,346546.2,24.20,28.05,26.13,64393.4,67910.2,5.044,5.497,5.271
BXD87,m,1322,22.70,14,943,86,3405,78.31,4348,43,34,0,3,10,251.1,25.11,315,442,384,290,371,5,7,6,6,5,0.7000,0.7000,-0.3000,0.3667,6,5,2,3,15,20,38.40,26.36,16.13,26.96,600,600,0,0,0,0.3500,1.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,2237,22.10,44,3902,56,3508,47.34,7410,29,24,0,8,3,19.68,6.560,364,1079,863,183,237,6,5,5,7,7,-0.3000,1.700,1.700,1.033,10,17,13,2,3,18,41.10,18.30,21.55,26.98,600,338,0,1,1,0.3200,1.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,2238,22.50,30,3504,70,4929,58.45,8433,73,46,0,4,7,34.16,4.880,795,259,391,357,204,5,6,7,7,7,1.700,1.700,1.700,1.700,8,4,3,3,1,7,35.55,32.45,22.67,30.22,600,600,0,0,0,0.3800,1.689,1251361.8,1260987.8,33244.4,38770.2,2.657,3.075,2.866,114548.6,115571,9.154,9.165,9.160,154938,149566.2,12.38,11.86,12.12,184477.2,183244,14.74,14.53,14.64,372474,374616.6,29.77,29.71,29.74,339749.4,349097.2,27.15,27.68,27.42,85174.6,88892.8,6.807,7.049,6.928
BXD87,m,4144,24.40,33,4564,67,5770,55.84,10334,57,76,0,6,3,44.72,14.91,670,563,925,459,176,3,7,4,5,4,-1.300,-0.3000,-1.300,-0.9667,16,8,25,19,8,52,28.03,17,11,18.68,600,600,0,0,0,0.4200,1.721,1240965.6,1172547.4,25165,24570.2,2.028,2.095,2.062,105806.4,101288.8,8.526,8.638,8.582,115445.6,118360.2,9.303,10.09,9.699,194207.4,174047.4,15.65,14.84,15.25,379806.8,396507,30.61,33.82,32.21,365209.6,326236.4,29.43,27.82,28.63,80489.8,56107.6,6.486,4.785,5.636
BXD87,m,4145,22.60,30,4095,70,6411,61.02,10506,112,73,0,4,4,35.28,8.820,265,446,250,482,252,5,6,7,5,6,1.700,-0.3000,0.7000,0.7000,9,3,2,13,9,24,25,22.95,14.82,20.93,600,600,0,0,0,0.4200,1.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,4388,24.50,26,2478,74,3943,61.41,6421,59,42,0,10,5,23.20,4.640,627,349,236,232,157,5,5,7,6,7,1.700,0.7000,1.700,1.367,16,6,1,4,2,7,26.22,19.33,15.70,20.42,600,255,0,1,1,0.3900,1.592,1046813.4,1057329.2,16778.6,19976.2,1.603,1.889,1.746,87703.8,89234.6,8.378,8.440,8.409,109132.2,114630.8,10.43,10.84,10.63,146827.4,152381.2,14.03,14.41,14.22,350597.6,337222.8,33.49,31.89,32.69,293367.6,297903.8,28.02,28.18,28.10,59184.8,65956,5.654,6.238,5.946
BXD87,m,4389,24.70,27,3380,73,5868,63.45,9248,47,92,0,4,3,20.16,6.720,325,373,603,662,208,5,7,6,6,7,0.7000,0.7000,1.700,1.033,3,3,7,7,6,20,40.20,44.13,14.86,33.06,600,600,0,0,0,0.3800,1.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,4479,24.10,29,3384,71,5128,60.24,8512,64,55,0,2,5,41.92,8.384,462,202,269,347,178,7,7,6,5,5,0.7000,-0.3000,-0.3000,0.03333,4,1,5,7,9,21,20.69,23.13,10.47,18.10,600,600,0,0,0,0.3800,1.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD87,m,4480,26.70,15,1897,85,5625,74.78,7522,87,10,2,7,3,70.48,23.49,1800,254,216,95,89,6,6,6,8,7,0.7000,2.700,1.700,1.700,1,13,9,0,3,12,12.71,11.88,8.091,10.89,600,600,0,0,0,0.3500,1.311,1271758.4,1107481.6,45139.2,21625.6,3.549,1.953,2.751,97756.2,87884,7.687,7.935,7.811,146815.8,120705.8,11.54,10.90,11.22,209783.2,176312.4,16.50,15.92,16.21,427559.4,346592,33.62,31.30,32.46,328805.8,309093.8,25.85,27.91,26.88,61038,66893.6,4.799,6.040,5.420
BXD89,f,1176,20.40,40,5732,60,5418,48.59,11150,68,55,0,0,6,55.28,9.213,592,184,289,147,104,4,4,6,5,6,0.7000,-0.3000,0.7000,0.3667,25,10,20,7,6,33,10.32,9.800,7.429,9.183,,,,,,0.4300,2.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,f,1177,20.40,41,5645,59,4785,45.88,10430,68,43,0,0,11,41.12,3.738,550,161,176,225,130,5,6,6,5,6,0.7000,-0.3000,0.7000,0.3667,14,10,5,16,10,31,13.54,9.375,7.222,10.05,,,,,,0.4100,2.010,1281598.4,1335596.6,35828,33918.2,2.796,2.540,2.668,99813,114057,7.788,8.540,8.164,123650.2,125961.2,9.648,9.431,9.540,216697.4,215523.6,16.91,16.14,16.52,404809.4,417564.4,31.59,31.26,31.43,366245.6,368814.2,28.58,27.61,28.10,70382.8,93676.2,5.492,7.014,6.253
BXD89,f,2017,21.60,24,3192,76,6527,67.16,9719,84,18,0,0,8,36.16,4.520,657,93,101,202,127,5,8,6,6,6,0.7000,0.7000,0.7000,0.7000,14,0,3,5,9,17,9.182,15.54,7.471,10.73,,,,,,0.4200,1.944,1229254.8,1487435,42728,32875.8,3.476,2.210,2.843,99378.8,127750.6,8.084,8.589,8.337,141005.2,145569.8,11.47,9.787,10.63,217397,256639.6,17.69,17.25,17.47,356328,432776.8,28.99,29.10,29.04,353952.4,445070,28.79,29.92,29.36,61193.4,79628.2,4.978,5.353,5.166
BXD89,f,2018,20.50,55,8528,45,5907,40.92,14435,131,85,12,1,1,35.36,35.36,215,130,108,60,47,5,5,5,7,8,-0.3000,1.700,2.700,1.367,10,9,8,1,0,9,6.750,6.667,5.875,6.431,,,,,,0.3900,1.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,f,2752,20.30,35,5027,65,6905,57.87,11932,98,54,1,0,1,6.560,6.560,576,239,127,157,130,4,6,6,5,5,0.7000,-0.3000,-0.3000,0.03333,28,11,3,5,7,15,11.55,12.08,8.667,10.76,,,,,,0.4100,2.020,1553975.6,1526628.6,35195.8,28496.6,2.265,1.867,2.066,133028.2,134802.8,8.561,8.830,8.695,147629.4,146874.4,9.500,9.621,9.560,287815.4,250245.2,18.52,16.39,17.46,437628.6,474191.8,28.16,31.06,29.61,444650.2,423100.2,28.61,27.71,28.16,103223.8,97414.2,6.643,6.381,6.512
BXD89,f,2753,20.80,35,5303,65,6185,53.84,11488,59,57,0,1,3,13.28,4.427,297,167,135,183,98,6,5,6,4,6,0.7000,-1.300,0.7000,0.03333,16,10,11,16,3,30,7.105,7.625,8.909,7.880,,,,,,0.4200,2.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,f,3537,22.30,28,5186,72,7753,59.92,12939,142,45,0,7,2,4.160,2.080,274,326,313,194,181,7,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,4,15,14,7,5,26,14.23,12.93,13.92,13.69,,,,,,0.4200,1.883,1897823,1554308.6,86127,50312.4,4.538,3.237,3.888,153158.6,145383.8,8.070,9.354,8.712,247124.8,204185.6,13.02,13.14,13.08,339381.8,259840,17.88,16.72,17.30,632050,458904.8,33.30,29.52,31.41,449440.4,397006.6,23.68,25.54,24.61,76667.4,88987.8,4.040,5.725,4.882
BXD89,f,3538,20.10,28,3351,72,6581,66.26,9932,77,23,0,5,3,10.88,3.627,303,127,280,121,161,5,6,6,7,5,0.7000,1.700,-0.3000,0.7000,13,3,14,3,7,24,12.73,11,10.73,11.49,,,,,,0.4100,2.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,f,4553,21.10,28,3914,72,7036,64.26,10950,80,25,0,2,1,18.72,18.72,413,196,294,178,95,6,7,5,6,6,-0.3000,0.7000,0.7000,0.3667,15,5,13,6,4,23,14,12.71,7.917,11.54,,,,,,0.4100,1.943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,f,4554,21.70,37,5843,63,5979,50.58,11822,75,50,0,1,1,21.76,21.76,341,291,182,117,407,5,4,6,6,4,0.7000,0.7000,-1.300,0.03333,26,9,11,3,27,41,9.579,10.64,11.63,10.61,,,,,,0.4300,1.982,1420126.8,1401820,41799,40636,2.943,2.899,2.921,134749.6,122828.6,9.489,8.762,9.125,152273.4,148928.8,10.72,10.62,10.67,268737.6,267781.4,18.92,19.10,19.01,445399.4,425016.4,31.36,30.32,30.84,353875,368381,24.92,26.28,25.60,65091.8,68883.8,4.584,4.914,4.749
BXD89,m,1424,21.30,26,3301,74,7592,69.70,10893,105,52,0,0,9,14.48,1.609,442,298,279,301,293,3,5,6,6,6,0.7000,0.7000,0.7000,0.7000,15,10,6,11,4,21,19.93,15.84,24.42,20.06,600,600,0,0,0,0.3800,1.784,1818954.4,1858024.4,59262.2,70412.8,3.258,3.790,3.524,161513.8,179518.4,8.879,9.662,9.271,148051,167249.4,8.139,9.001,8.570,319390.8,326102.8,17.56,17.55,17.56,669156.6,632835.4,36.79,34.06,35.42,440924.2,467160.6,24.24,25.14,24.69,79918,85157.8,4.394,4.583,4.488
BXD89,m,1425,22.70,63,8701,37,5342,38.04,14043,75,111,9,1,2,30.64,15.32,602,182,180,430,177,5,6,6,6,6,0.7000,0.7000,0.7000,0.7000,34,6,9,24,4,37,10.59,13.44,14.75,12.93,600,600,0,0,0,0.3900,1.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,m,2019,28.30,46,6075,54,5828,48.96,11903,169,96,14,5,5,20.08,4.016,219,237,204,274,165,6,7,5,6,6,-0.3000,0.7000,0.7000,0.3667,1,3,5,7,5,17,15.69,18.27,12.69,15.55,600,600,0,0,0,0.4500,1.590,1934441.2,1747919.4,35462.4,45687.2,1.833,2.614,2.224,145003.6,126564,7.496,7.241,7.368,174954,181530.2,9.044,10.39,9.715,372868.6,280112,19.28,16.03,17.65,616828.2,611612.2,31.89,34.99,33.44,511323.2,470105.6,26.43,26.90,26.66,113463.6,77995.4,5.865,4.462,5.164
BXD89,m,2020,28.90,62,6670,38,5449,44.96,12119,79,145,3,0,3,54.64,18.21,365,271,287,192,252,5,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,12,6,7,2,11,20,19.13,19.20,13.26,17.20,600,600,0,0,0,0.4100,1.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,m,2754,25.50,31,5324,69,8860,62.46,14184,80,68,0,3,4,16.40,4.100,438,219,122,202,180,7,7,6,5,5,0.7000,-0.3000,-0.3000,0.03333,14,14,3,11,17,31,11.09,10.63,7.200,9.641,600,600,0,0,0,0.4000,1.569,1646949.2,1519288.2,48574.2,44947.8,2.949,2.958,2.954,156578,139297.8,9.507,9.169,9.338,162575.2,152879.4,9.871,10.06,9.967,317218.2,274598.2,19.26,18.07,18.67,464683.4,447469.4,28.21,29.45,28.83,441378.2,418405.4,26.80,27.54,27.17,104516.2,86638,6.346,5.703,6.024
BXD89,m,2755,24.60,38,4823,62,6529,57.51,11352,83,88,1,4,1,5.920,5.920,246,182,197,182,138,6,4,6,6,6,0.7000,0.7000,0.7000,0.7000,2,10,9,8,4,21,11.59,11.38,11.50,11.49,600,600,0,0,0,0.4100,1.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,m,4316,24.80,25,3874,75,6828,63.80,10702,94,55,13,7,7,76,10.86,418,357,219,116,116,6,5,7,7,6,1.700,1.700,0.7000,1.367,12,17,8,4,4,16,13.69,9.667,9.667,11.01,600,600,0,0,0,0.3900,1.573,1638891.6,1472835.8,43765.4,43880.2,2.670,2.979,2.825,140431.2,129067.8,8.569,8.763,8.666,157046,151029.6,9.582,10.25,9.918,281506,229993.2,17.18,15.62,16.40,485725.8,458359.6,29.64,31.12,30.38,457219,405308,27.90,27.52,27.71,116963.6,99077.6,7.137,6.727,6.932
BXD89,m,4317,26.60,36,5397,64,6818,55.82,12215,93,45,11,7,3,32.96,10.99,298,223,156,155,332,4,6,5,4,6,-0.3000,-1.300,0.7000,-0.3000,8,6,7,7,22,36,10.40,10.33,11.07,10.60,600,600,0,0,0,0.4100,1.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD89,m,4319,23.40,36,4771,64,5812,54.92,10583,74,38,0,1,2,4.320,2.160,532,208,268,158,121,6,6,6,6,6,0.7000,0.7000,0.7000,0.7000,15,5,12,8,6,26,13.40,9.875,8.643,10.64,600,600,0,0,0,0.3900,1.667,1518649,1603128.2,37845.6,37053.6,2.492,2.311,2.402,126598.4,133369.6,8.336,8.319,8.328,152306.4,159565.6,10.03,9.953,9.991,281216.6,267526.2,18.52,16.69,17.60,452209.2,509474.8,29.78,31.78,30.78,415167.4,441407.8,27.34,27.53,27.44,91151,91784.2,6.002,5.725,5.864
BXD89,m,4320,26.40,31,5271,69,5550,51.29,10821,75,57,0,5,8,21.12,2.640,253,352,256,186,195,5,5,6,7,5,0.7000,1.700,-0.3000,0.7000,7,17,11,11,12,34,13.47,9.789,9.750,11.00,600,600,0,0,0,0.4200,1.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD90,f,1096,20.40,32,4262,68,5927,58.17,10189,87,41,0,0,5,27.68,5.536,389,298,153,158,355,6,3,6,6,5,0.7000,0.7000,-0.3000,0.3667,17,16,5,3,15,23,11.77,14.36,15.43,13.86,,,,,,0.3900,1.912,1756499.8,1542459.4,71389,67350.4,4.064,4.366,4.215,151211.6,175330.2,8.609,11.37,9.988,232961.8,203906.8,13.26,13.22,13.24,272575.6,222798.8,15.52,14.44,14.98,635379,456951.8,36.17,29.62,32.90,392776.4,399858.2,22.36,25.92,24.14,71595.4,83613.6,4.076,5.421,4.748
BXD90,f,1097,23.80,19,2369,81,5674,70.55,8043,64,32,0,9,6,31.60,5.267,1071,293,436,363,153,4,5,5,6,4,-0.3000,0.7000,-1.300,-0.3000,8,9,15,14,7,36,18.96,16.50,10.20,15.22,,,,,,0.4100,1.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD90,f,1774,22.60,30,3785,70,6476,63.11,10261,92,75,0,0,1,5.120,5.120,441,291,369,151,158,4,5,7,7,4,1.700,1.700,-1.300,0.7000,17,5,10,3,5,18,20.50,13.73,12.15,15.46,,,,,,0.4000,1.770,1522854.8,1544776.4,23315.6,21390.6,1.531,1.385,1.458,109907.6,87437.6,7.217,5.660,6.439,142369.8,154571.4,9.349,10.01,9.677,223661.4,201221.2,14.69,13.03,13.86,605653,615657.6,39.77,39.85,39.81,375510,409022.4,24.66,26.48,25.57,65753,76866.2,4.318,4.976,4.647
BXD90,f,1775,20.80,31,3216,69,6528,67.00,9744,63,25,0,1,3,12.08,4.027,430,261,235,161,90,4,4,6,5,5,0.7000,-0.3000,-0.3000,0.03333,7,14,10,5,3,18,13.06,12.38,8.182,11.21,,,,,,0.4100,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD90,f,2846,21.70,30,4626,70,7033,60.32,11659,78,45,0,3,14,33.92,2.423,305,278,227,235,395,6,4,8,4,5,2.700,-1.300,-0.3000,0.3667,6,4,0,3,6,9,28.38,21.36,28.21,25.98,,,,,,0.2000,0.9217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD90,f,2847,24.40,25,3484,75,6521,65.18,10005,143,52,0,1,6,20.96,3.493,355,439,548,365,164,6,6,6,6,7,0.7000,0.7000,1.700,1.033,5,17,14,6,4,24,24.91,26.07,13.67,21.55,,,,,,0.3900,1.598,1579256.2,1511788.6,42014.2,32635.6,2.660,2.159,2.410,171183,150540,10.84,9.958,10.40,202765.4,174727,12.84,11.56,12.20,216985.2,181516.6,13.74,12.01,12.87,532121.2,524375.6,33.69,34.69,34.19,376360,387105.6,23.83,25.61,24.72,79841.4,93523.8,5.056,6.186,5.621
BXD90,m,1099,24,38,4696,62,5049,51.81,9745,76,34,0,0,6,43.24,7.207,1025,401,473,159,165,6,7,6,6,6,0.7000,0.7000,0.7000,0.7000,8,19,15,5,4,24,20.57,12.23,13.75,15.52,600,600,0,0,0,0.3400,1.417,1836330.8,1252931.2,39789,31121.8,2.167,2.484,2.325,171482.8,114870.8,9.338,9.168,9.253,184530.2,138259,10.05,11.03,10.54,264427.8,181301,14.40,14.47,14.43,619281,414606.6,33.72,33.09,33.41,470590.8,322132.6,25.63,25.71,25.67,126018.2,81761.2,6.862,6.526,6.694
BXD90,m,1100,25.70,15,2623,85,7915,75.11,10538,83,13,0,0,8,60.24,7.530,372,258,174,124,158,5,4,6,5,6,0.7000,-0.3000,0.7000,0.3667,12,13,7,6,7,20,11.60,8.857,10.53,10.33,600,600,0,0,0,0.4100,1.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
